ID,Screen / State,Screen Text (Figma),AI Voice,Expected User Response & Variations,AI Response,System Action,Partial / Ambiguous / Edge Cases,Notes,MP3?,How Audio Works
FOUND-01,After first week,[No screen text],"""Hey [Name] - it's been a week. The fact that you're still here matters. Most people who try new apps stop after three days. You didn't. That's not the app - that's you.""",-,-,"1. Trigger: created_at + 7 days AND checkin_count >= 5
2. Play on next app open
3. Set milestone_week1_shown = true",Only if genuinely active (5+ check-ins). Don't congratulate someone who signed up and did nothing.,'That's not the app - that's you.',no,real-time
FOUND-02,Feedback prompt,"""Give Feedback"" (megaphone on Home)","""What's working? What's not? I'd love to hear from you. Be honest - that's how this gets better.""",Voice or type feedback,"""Thank you. That goes straight to the team.""","1. STT capture
2. Save to Supabase feedback table
3. Pipe to Slack webhook
4. Log PostHog: submit_feedback",-,Non-intrusive. Warm invitation.,yes,pre-recorded
18. ERROR STATES,,,,,,,,,,
ERR-01,"Voice fails to load
(TTS provider down)","[Normal screen, no audio plays]","[Fallback: show text version of what AI would have said as a toast/banner]

If persistent: ""Voice is temporarily unavailable. You can still use everything - just tap instead of talking.""",-,-,"1. Try TTS provider with 3-second timeout
2. If fail: fall back to text display
3. Set voice_available = false for session
4. Log error to Sentry
5. Retry on next interaction","Don't block the user. Everything should work without voice, just less magical.","Voice is enhancement, not requirement. App must work without it.",yes,pre-recorded
ERR-02,Check-in fails to save,[Check-in screen],"""Hmm, that didn't save. Let me try again."" [Auto-retry]

If retry fails: ""I'm having trouble saving right now. Your data is safe - I'll try again in a moment.""",-,-,"1. Retry save 2x with exponential backoff
2. If fails: queue in local storage
3. Retry on next app open
4. Log error to Sentry",Never lose user data. Queue locally if server is down.,User should never worry about lost data.,yes,pre-recorded
ERR-03,"Voice not recognized
(STT returns empty)",[Listening animation -> nothing],"""I didn't hear anything. Could you try again? Make sure your mic is on.""",User retries,"If second attempt works: normal flow
If fails again: ""Looks like I'm having trouble hearing you. You can type instead.""","1. Check mic permissions
2. If no permission: prompt browser mic permission
3. If permission granted but still failing: suggest text fallback
4. Log STT failure to Sentry","After 2 failed attempts, suggest text input. Don't keep asking them to repeat.",Always have a text fallback path.,yes,pre-recorded
ERR-04,Network connection lost,[Any screen],"[If voice was playing: audio stops]

Banner: ""You're offline. Some features may not work until you're back online.""",-,-,"1. Detect offline via navigator.onLine
2. Show persistent banner
3. Queue any actions (check-ins, habit completions) locally
4. Sync when back online
5. Remove banner on reconnection",Habit completions and check-ins should queue and sync. Don't lose data.,Offline-first for critical actions.,yes,pre-recorded
19. SUBCATEGORY VOICE RESPONSES (plays at ONBOARD-04),,,,,,,,,,
SLEEP BETTER,,,,,,,,,,
SUB-SLEEP-01,"Sleep better
> Fall asleep earlier",[Subcategory: Fall asleep earlier],"""I hear that a lot. And here's the thing - it's usually not about willpower. It's about what happens in the hour before bed. A couple of small shifts there change everything.""","User selected via voice or tap.
Habits: No caffeine after 2 PM, No screens after 10 PM, Start wind-down by 10 PM, Be in bed by target","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Normalizes. Reframes pre-bed routine.,Category: Sleep better,yes,pre-recorded
SUB-SLEEP-02,"Sleep better
> Wake up earlier",[Subcategory: Wake up earlier],"""The secret to waking up earlier actually starts the night before. When your evening is set up right, mornings take care of themselves.""","User selected via voice or tap.
Habits: Out of bed by target, No snooze, Phone outside bedroom, Lights out by target","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Counterintuitive insight.,Category: Sleep better,yes,pre-recorded
SUB-SLEEP-03,"Sleep better
> Sleep more consistently",[Subcategory: Sleep more consistently],"""Consistency is where the real gains are. Your body has a rhythm - and when you work with it instead of against it, everything improves. Sleep, energy, mood.""","User selected via voice or tap.
Habits: Same bedtime within 30 min, Same wake within 30 min, No screens in bed, No food after 9 PM","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Positions consistency as leverage.,Category: Sleep better,yes,pre-recorded
SUB-SLEEP-04,"Sleep better
> Sleep more deeply",[Subcategory: Sleep more deeply],"""Deep sleep is where your body actually recovers. Most people don't realize how much their environment and evening choices affect sleep quality - not just how long you sleep, but how well.""","User selected via voice or tap.
Habits: Cool dark bedroom, No alcohol on sleep nights, No heavy meal 2hrs before, Read 10 pages","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Quantity vs quality insight.,Category: Sleep better,yes,pre-recorded
MOVE MORE,,,,,,,,,,
SUB-MOVE-01,"Move more
> Walk more",[Subcategory: Walk more],"""Walking is the most underrated form of movement. It clears your head, boosts your energy, and it's something you can do every single day without burning out. Let's build it in.""","User selected via voice or tap.
Habits: 8,000+ steps, Walk after lunch, Walk after dinner, Stand up each work hour","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Elevates walking.,Category: Move more,yes,pre-recorded
SUB-MOVE-02,"Move more
> Exercise consistently",[Subcategory: Exercise consistently],"""The key isn't working out harder - it's working out consistently. Two or three times a week, done reliably, beats five times a week done for two weeks and then nothing.""","User selected via voice or tap.
Habits: Workout 2 days, Workout 3 days, 20-min home workout, Lay out clothes night before","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Permission to start moderate.,Category: Move more,yes,pre-recorded
SUB-MOVE-03,"Move more
> Improve mobility",[Subcategory: Improve mobility],"""A few minutes of stretching a day does more than people expect. It protects your body, clears tension, and makes everything else you do feel easier.""","User selected via voice or tap.
Habits: Morning stretch, Post-work stretch, Post-workout stretch, Desk stretch at 3 PM","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Leads with benefit.,Category: Move more,yes,pre-recorded
EAT BETTER,,,,,,,,,,
SUB-EAT-01,"Eat better
> Eat more intentionally",[Subcategory: Eat more intentionally],"""Intentional eating isn't about restriction - it's about paying attention. When you actually notice what you're eating, better choices happen naturally.""","User selected via voice or tap.
Habits: Protein at breakfast, Vegetables at lunch, Vegetables at dinner, No eating while scrolling","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Mindfulness not diet culture.,Category: Eat better,yes,pre-recorded
SUB-EAT-02,"Eat better
> Reduce overeating",[Subcategory: Reduce overeating],"""Overeating is usually not about hunger - it's about patterns. Stress, routine, emotions. Once you notice what triggers it, you can start making different choices without fighting yourself.""","User selected via voice or tap.
Habits: No second helping, One snack max, No food after 9 PM, Water before dinner","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Removes shame.,Category: Eat better,yes,pre-recorded
SUB-EAT-03,"Eat better
> Plan food better",[Subcategory: Plan food better],"""The best food decisions happen the night before, not in the moment. When you plan ahead, you take willpower out of the equation.""","User selected via voice or tap.
Habits: Plan meals tonight, Prep lunch, Groceries on selected day, Pack healthy snack","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Friction-removal.,Category: Eat better,yes,pre-recorded
FEEL MORE ENERGIZED,,,,,,,,,,
SUB-ENERGY-01,"Feel more energized
> Have more morning energy",[Subcategory: Have more morning energy],"""Morning energy isn't random - it's built. What you do in the first 30 minutes after waking sets the tone for the entire day. Let's get those 30 minutes right.""","User selected via voice or tap.
Habits: Get outside within 30 min, Water before coffee, Breakfast within 90 min, No screens after 10 PM","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Makes energy controllable.,Category: Feel more energized,yes,pre-recorded
SUB-ENERGY-02,"Feel more energized
> Avoid afternoon crashes",[Subcategory: Avoid afternoon crashes],"""That 2-3 PM crash isn't inevitable. It's usually about what you ate for lunch and whether you moved at all in the middle of the day. Small changes, big difference.""","User selected via voice or tap.
Habits: Walk after lunch, No caffeine after 2 PM, Protein with lunch, No sugary drink after lunch","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05","Normalizes, offers way out.",Category: Feel more energized,yes,pre-recorded
SUB-ENERGY-03,"Feel more energized
> Keep energy more stable",[Subcategory: Keep energy more stable],"""Stable energy comes from the basics - water, movement, and consistent sleep. Simple things, but they compound. When your energy is steady, everything else gets easier.""","User selected via voice or tap.
Habits: 2 liters water, Stand up each hour, Bed by target, 15-min walk","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",'They compound' adds value.,Category: Feel more energized,yes,pre-recorded
REDUCE STRESS,,,,,,,,,,
SUB-STRESS-01,"Reduce stress
> Feel calmer during the day",[Subcategory: Feel calmer during the day],"""Stress builds when you don't give yourself any breaks. Even two minutes of intentional pause in a busy day can reset how you feel.""","User selected via voice or tap.
Habits: 5-min breathing, Walk without phone, No notifications first block, 2-min reset at lunch","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Concise. Tiny breaks reset stress.,Category: Reduce stress,yes,pre-recorded
SUB-STRESS-02,"Reduce stress
> Reduce evening stress",[Subcategory: Reduce evening stress],"""Evening stress is usually the day catching up with you. When you create a clear boundary between work and rest, your evenings actually become yours again.""","User selected via voice or tap.
Habits: End work by target, Top 3 before bed, No work email after target, 10-min wind-down","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Emotionally resonant.,Category: Reduce stress,yes,pre-recorded
SUB-STRESS-03,"Reduce stress
> Feel less overwhelmed",[Subcategory: Feel less overwhelmed],"""Overwhelm usually comes from carrying everything in your head. The moment you get it out - onto a list, a plan, anything external - it shrinks. Let's build that system.""","User selected via voice or tap.
Habits: Capture all tasks, 15-min admin block, Say no to one task, Screen-free break","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",'It shrinks' is hopeful.,Category: Reduce stress,yes,pre-recorded
IMPROVE FOCUS,,,,,,,,,,
SUB-FOCUS-01,"Improve focus
> Start work with less friction",[Subcategory: Start work with less friction],"""The hardest part of focused work is starting. Once you're in it, momentum takes over. These habits remove the friction between you and that first task.""","User selected via voice or tap.
Habits: Write top 3, Phone in other room, Start block by target, Desk cleared","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Names the real problem.,Category: Improve focus,yes,pre-recorded
SUB-FOCUS-02,"Improve focus
> Do deeper work",[Subcategory: Do deeper work],"""Deep work doesn't happen by accident - it happens by design. A block of time, no distractions, and a plan to protect it. Let's set that up.""","User selected via voice or tap.
Habits: 45-min focus block, Two blocks, Notifications off, No social media before lunch","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Friction-removal philosophy.,Category: Improve focus,yes,pre-recorded
SUB-FOCUS-03,"Improve focus
> Procrastinate less",[Subcategory: Procrastinate less],"""Procrastination isn't laziness - it's usually avoidance of something uncomfortable. The trick is to make starting so small that your brain can't say no. Ten minutes on the hardest thing. That's it.""","User selected via voice or tap.
Habits: Hardest task first, 10 min on avoided task, Block sites, Choose must-do night before","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Removes shame. Concrete action.,Category: Improve focus,yes,pre-recorded
BREAK BAD HABITS,,,,,,,,,,
SUB-BREAK-01,"Break bad habits
> Smoking",[Subcategory: Smoking],"""Quitting smoking - or even cutting back - is one of the hardest things a person can do. And the fact that you're here means you're ready to try. We'll take it one day at a time.""","User selected via voice or tap.
Habits: No cigarettes today, No smoking before noon, Urge delay, Carry gum","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Validates difficulty.,Category: Break bad habits,yes,pre-recorded
SUB-BREAK-02,"Break bad habits
> Weed",[Subcategory: Weed],"""Changing your relationship with weed starts with noticing when and why you use it. Once you see the pattern, you can start making different choices - on your terms.""","User selected via voice or tap.
Habits: No weed today, No weeknights, No before 8 PM, Replace with walk","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Non-judgmental. Respects autonomy.,Category: Break bad habits,yes,pre-recorded
SUB-BREAK-03,"Break bad habits
> Alcohol",[Subcategory: Alcohol],"""Adjusting your drinking isn't all-or-nothing. Whether you're cutting back or taking days off, every boundary you set is a win. Let's find what works for you.""","User selected via voice or tap.
Habits: No alcohol today, No weekdays, Max 2 drinks, Nonalcoholic first","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Rejects binary thinking.,Category: Break bad habits,yes,pre-recorded
SUB-BREAK-04,"Break bad habits
> Porn",[Subcategory: Porn],"""This is a personal one, and I respect you for putting it here. Changing this habit is about replacing the trigger, not just resisting it. Let's set up some boundaries that actually help.""","User selected via voice or tap.
Habits: No porn today, No after 10 PM, Phone out of bedroom, Blocker on devices","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Acknowledges sensitivity. Shame-free.,Category: Break bad habits,yes,pre-recorded
SUB-BREAK-05,"Break bad habits
> Phone use",[Subcategory: Phone use],"""Your phone is designed to keep you on it. That's not a personal failure - it's by design. These habits put you back in control of when and how you use it.""","User selected via voice or tap.
Habits: No phone first 30 min, No phone meals, Phone outside bedroom, Social apps under target","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Externalizes blame. Empowering.,Category: Break bad habits,yes,pre-recorded
SUB-BREAK-06,"Break bad habits
> Late-night snacking",[Subcategory: Late-night snacking],"""Late-night snacking is usually the habit, not actual hunger. Once you change the routine around dinner time, the urge fades on its own.""","User selected via voice or tap.
Habits: No calories after 9 PM, Kitchen closed, Brush teeth after dinner, Evening tea","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Natural language. Freedom.,Category: Break bad habits,yes,pre-recorded
SUB-BREAK-07,"Break bad habits
> Caffeine",[Subcategory: Caffeine],"""Caffeine isn't the enemy - timing is. When you get the timing right, you keep the energy without the crash or the sleep disruption.""","User selected via voice or tap.
Habits: No caffeine after 2 PM, Max 2 drinks, Water before caffeine, No energy drinks","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Reframes as timing.,Category: Break bad habits,yes,pre-recorded
GET MORE ORGANIZED,,,,,,,,,,
SUB-ORG-01,"Get more organized
> Stay on top of tasks",[Subcategory: Stay on top of tasks],"""The feeling of being behind on tasks usually comes from not having one clear system. When everything lives in one place and you check it daily, the chaos settles.""","User selected via voice or tap.
Habits: Check task list, One list only, Plan tomorrow, Clear inbox","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",'Chaos settles' is calming.,Category: Get more organized,yes,pre-recorded
SUB-ORG-02,"Get more organized
> Keep spaces tidy",[Subcategory: Keep spaces tidy],"""Your physical space affects your mental space more than most people realize. A quick daily reset keeps clutter from piling up and your mind from feeling heavy.""","User selected via voice or tap.
Habits: Desk reset, Evening tidy, Clothes away, Weekly reset block","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Physical to mental.,Category: Get more organized,yes,pre-recorded
SUB-ORG-03,"Get more organized
> Handle life admin better",[Subcategory: Handle life admin better],"""Life admin is the stuff that falls through the cracks - bills, appointments, paperwork. A small daily check and one weekly block keeps it from becoming a mountain.""","User selected via voice or tap.
Habits: Check calendar, Admin block, Pay bills, Process mail","[AI plays response, transition to ONBOARD-05]","1. Save subcategory
2. Query habits DB
3. Play voice
4. Navigate to ONBOARD-05",Names invisible stressor.,Category: Get more organized,yes,pre-recorded
